Loc Type,A,B,AT,FT,Source ID,AT Grp,FT Grp,Location,Road,Dir,Estimated Volume,Observed Volume,Errors,Squared Errors,Percent Errors
SF Count,26360,26079,1.0,11.0,sfmta173,Core/CBD,Loc,BRODERICK ST between EDDY and TURK,BRODERICK ST,S,30.03611,1271.0,-1240.96389,1539991.376283932,-97.63681274586939
SF Count,26879,26880,2.0,11.0,sfmta174,UrbBiz,Loc,BRODERICK ST between FILBERT and UNION,BRODERICK ST,N,2599.16638,1102.5,1496.6663800000001,2240010.2530223047,135.75205260770977
SF Count,26880,26879,2.0,11.0,sfmta175,UrbBiz,Loc,BRODERICK ST between FILBERT and UNION,BRODERICK ST,S,2689.34942,1638.5,1050.84942,1104284.5035143364,64.13484406469333
SF Count,22720,22721,3.0,11.0,sfmta176,Urb,Loc,BYXBEE ST between SARGENT and SHIELDS,BYXBEE ST,N,6.96667,239.0,-232.03333,53839.4662308889,-97.08507531380754
SF Count,22721,22720,3.0,11.0,sfmta177,Urb,Loc,BYXBEE ST between SARGENT and SHIELDS,BYXBEE ST,S,6.0932699999999995,221.0,-214.90673,46184.9025992929,-97.24286425339366
SF Count,24070,24076,1.0,11.0,sfmta178,Core/CBD,Loc,CAPP ST between 23RD and 24TH,CAPP ST,N,99.74769,1757.5,-1657.75231,2748142.721310336,-94.32445576102418
SF Count,24076,24070,1.0,11.0,sfmta179,Core/CBD,Loc,CAPP ST between 23RD and 24TH,CAPP ST,S,75.19843,1839.0,-1763.80157,3110995.978334465,-95.9109064709081
SF Count,24068,24070,1.0,11.0,sfmta180,Core/CBD,Loc,CAPP ST between 24TH and 25TH,CAPP ST,N,79.7817,1248.0,-1168.2183,1364733.99645489,-93.60723557692307
SF Count,24070,24068,1.0,11.0,sfmta181,Core/CBD,Loc,CAPP ST between 24TH and 25TH,CAPP ST,S,78.78177000000001,1918.0,-1839.21823,3382723.6975643327,-95.89250417101147
SF Count,23703,23737,2.0,4.0,sfmta182,UrbBiz,Col,CAROLINA ST between 20TH and 22ND,CAROLINA ST,N,1057.22098,139.0,918.22098,843129.7681121605,660.5906330935253
SF Count,23737,23738,2.0,11.0,sfmta183,UrbBiz,Loc,CAROLINA ST between 20TH and 22ND,CAROLINA ST,N,620.78956,139.0,481.78956000000005,232121.18012499364,346.61119424460435
SF Count,23738,23737,2.0,11.0,sfmta184,UrbBiz,Loc,CAROLINA ST between 20TH and 22ND,CAROLINA ST,S,457.13104999999996,126.0,331.13104999999996,109647.77227410248,262.8024206349206
SF Count,23737,23703,2.0,4.0,sfmta185,UrbBiz,Col,CAROLINA ST between 20TH and 22ND,CAROLINA ST,S,1662.01471,126.0,1536.01471,2359341.1893363837,1219.0592936507937
SF Count,23186,23187,3.0,11.0,sfmta186,Urb,Loc,CECILIA AVE between RIVERA and SANTIAGO,CECILIA AVE,N,501.96383000000003,122.5,379.46383000000003,143992.79827826892,309.7663918367347
SF Count,23187,23186,3.0,11.0,sfmta187,Urb,Loc,CECILIA AVE between RIVERA and SANTIAGO,CECILIA AVE,S,386.53364999999997,223.0,163.53364999999997,26743.254682322487,73.33347533632285
SF Count,22782,22777,3.0,11.0,sfmta188,Urb,Loc,CERRITOS AVE between MERCEDES and MONCADA,CERRITOS AVE,E,5065.67991,2078.0,2987.67991,8926231.244617607,143.7767040423484
SF Count,22777,22782,3.0,11.0,sfmta189,Urb,Loc,CERRITOS AVE between MERCEDES and MONCADA,CERRITOS AVE,W,5321.21522,1923.0,3398.21522,11547866.68143965,176.71426001040044
SF Count,25619,25620,2.0,11.0,sfmta190,UrbBiz,Loc,CHATTANOOGA ST between 23RD and 24TH,CHATTANOOGA ST,N,2086.2812599999997,426.0,1660.2812599999997,2756533.8623071867,389.7373849765258
SF Count,25620,25619,2.0,11.0,sfmta191,UrbBiz,Loc,CHATTANOOGA ST between 23RD and 24TH,CHATTANOOGA ST,S,3156.43168,508.0,2648.43168,7014190.363627623,521.3448188976378
SF Count,21967,21943,2.0,11.0,sfmta192,UrbBiz,Loc,CHENERY ST between DIAMOND and LIPPARD,CHENERY ST,E,22.04544,1297.0,-1274.95456,1625509.1300647934,-98.30027447956823
SF Count,21943,21944,2.0,11.0,sfmta193,UrbBiz,Loc,CHENERY ST between DIAMOND and LIPPARD,CHENERY ST,E,134.35333999999997,1297.0,-1162.64666,1351747.256009156,-89.64122282189669
SF Count,21944,21942,2.0,11.0,sfmta194,UrbBiz,Loc,CHENERY ST between DIAMOND and LIPPARD,CHENERY ST,E,639.46598,1297.0,-657.53402,432350.9874573605,-50.69653199691596
SF Count,21942,21944,2.0,11.0,sfmta195,UrbBiz,Loc,CHENERY ST between DIAMOND and LIPPARD,CHENERY ST,W,85.56141,1691.0,-1605.43859,2577433.066261188,-94.94018864577173
SF Count,21944,21943,2.0,11.0,sfmta196,UrbBiz,Loc,CHENERY ST between DIAMOND and LIPPARD,CHENERY ST,W,81.64475,1691.0,-1609.35525,2590024.3207025626,-95.17180662329983
SF Count,21943,21967,2.0,11.0,sfmta197,UrbBiz,Loc,CHENERY ST between DIAMOND and LIPPARD,CHENERY ST,W,896.7764500000001,1691.0,-794.2235499999999,630791.0473746024,-46.96768480189237
SF Count,22268,21983,2.0,11.0,sfmta198,UrbBiz,Loc,CHENERY ST between ELK and LIPPARD,CHENERY ST,E,368.44105,1721.5,-1353.05895,1830768.5221751027,-78.597673540517
SF Count,21983,21974,2.0,11.0,sfmta199,UrbBiz,Loc,CHENERY ST between ELK and LIPPARD,CHENERY ST,E,28.9121,1721.5,-1692.5879,2864853.7992264098,-98.32052860877141
SF Count,21974,21973,2.0,11.0,sfmta200,UrbBiz,Loc,CHENERY ST between ELK and LIPPARD,CHENERY ST,E,32.52877,1721.5,-1688.97123,2852623.8157677134,-98.11044031367993
SF Count,21973,21967,2.0,11.0,sfmta201,UrbBiz,Loc,CHENERY ST between ELK and LIPPARD,CHENERY ST,E,30.14544,1721.5,-1691.35456,2860680.2476327936,-98.24888527446994
SF Count,21967,21973,2.0,11.0,sfmta202,UrbBiz,Loc,CHENERY ST between ELK and LIPPARD,CHENERY ST,W,16.49999,1096.0,-1079.50001,1165320.27159,-98.49452645985401
SF Count,21973,21974,2.0,11.0,sfmta203,UrbBiz,Loc,CHENERY ST between ELK and LIPPARD,CHENERY ST,W,17.98333,1096.0,-1078.01667,1162119.940797889,-98.3591852189781
SF Count,21974,21983,2.0,11.0,sfmta204,UrbBiz,Loc,CHENERY ST between ELK and LIPPARD,CHENERY ST,W,12.333330000000002,1096.0,-1083.66667,1174333.451668889,-98.87469616788322
SF Count,21983,22268,2.0,11.0,sfmta205,UrbBiz,Loc,CHENERY ST between ELK and LIPPARD,CHENERY ST,W,342.00280000000004,1096.0,-753.9972,568511.77760784,-68.79536496350364
SF Count,21929,21870,2.0,11.0,sfmta206,UrbBiz,Loc,CHENERY ST between NATICK and ROANOKE,CHENERY ST,E,472.10233,2054.0,-1581.89767,2502400.238351429,-77.0154659201558
SF Count,21870,21929,2.0,11.0,sfmta207,UrbBiz,Loc,CHENERY ST between NATICK and ROANOKE,CHENERY ST,W,540.22924,1218.0,-677.77076,459373.2031109776,-55.646203612479475
SF Count,21848,21849,2.0,11.0,sfmta208,UrbBiz,Loc,CHENERY ST between 30TH and RANDALL,CHENERY ST,N,1473.96347,1976.5,-502.5365300000001,252542.96398444098,-25.425577030103724
SF Count,21849,21848,2.0,11.0,sfmta209,UrbBiz,Loc,CHENERY ST between 30TH and RANDALL,CHENERY ST,S,218.30957,1905.0,-1686.69043,2844924.606653585,-88.54018005249344
SF Count,21869,21846,2.0,11.0,sfmta210,UrbBiz,Loc,CHENERY ST between CHARLES and MIGUEL,CHENERY ST,N,336.25363,1687.0,-1350.74637,1824515.756068177,-80.06795317131002
SF Count,21846,21869,2.0,11.0,sfmta211,UrbBiz,Loc,CHENERY ST between CHARLES and MIGUEL,CHENERY ST,S,28.29309,1376.5,-1348.20691,1817661.8721717484,-97.94456302215765
SF Count,27571,27572,2.0,11.0,sfmta212,UrbBiz,Loc,CHERRY ST between CLAY and WASHINGTON,CHERRY ST,N,448.12816000000004,782.0,-333.87183999999996,111470.40554498558,-42.69460869565217
SF Count,27572,27571,2.0,11.0,sfmta213,UrbBiz,Loc,CHERRY ST between CLAY and WASHINGTON,CHERRY ST,S,575.20754,604.0,-28.792460000000005,829.0057528516003,-4.7669635761589415
SF Count,27571,27568,2.0,11.0,sfmta214,UrbBiz,Loc,CLAY ST between CHERRY and MAPLE,CLAY ST,E,507.99444,1334.0,-826.0055600000001,682285.1851509137,-61.91945727136432
SF Count,27568,27571,2.0,11.0,sfmta215,UrbBiz,Loc,CLAY ST between CHERRY and MAPLE,CLAY ST,W,629.54474,1088.0,-458.45525999999995,210181.22542166756,-42.137431985294114
SF Count,26850,26848,2.0,11.0,sfmta216,UrbBiz,Loc,CLAY ST between LYON and PRESIDIO,CLAY ST,E,262.31214,1991.0,-1728.68786,2988361.7173113795,-86.82510597689603
SF Count,26848,26850,2.0,11.0,sfmta217,UrbBiz,Loc,CLAY ST between LYON and PRESIDIO,CLAY ST,W,202.52121,1593.0,-1390.4787900000001,1933431.2654398645,-87.28680414312619
SF Count,26645,26636,1.0,11.0,sfmta218,Core/CBD,Loc,CLAY ST between PIERCE and STEINER,CLAY ST,E,641.19898,1747.0,-1105.8010199999999,1222795.8958330401,-63.297139095592435
SF Count,26636,26645,1.0,11.0,sfmta219,Core/CBD,Loc,CLAY ST between PIERCE and STEINER,CLAY ST,W,712.8494700000001,1426.0,-713.1505299999999,508583.6784392807,-50.01055610098176
SF Count,26214,26401,2.0,4.0,sfmta220,UrbBiz,Col,CLAYTON ST between ASHBURY and PARNASSUS,CLAYTON ST,N,6940.038890000001,6114.0,826.0388900000007,682340.2477924332,13.510613182859025
SF Count,26401,26214,2.0,4.0,sfmta221,UrbBiz,Col,CLAYTON ST between ASHBURY and PARNASSUS,CLAYTON ST,S,5706.69752,5176.0,530.6975199999997,281639.8577341501,10.25304327666151
SF Count,26407,26409,2.0,4.0,sfmta222,UrbBiz,Col,CLAYTON ST between HAIGHT and WALLER,CLAYTON ST,N,1521.0432,3063.0,-1541.9568,2377630.77306624,-50.341390793339855
SF Count,26409,26407,2.0,4.0,sfmta223,UrbBiz,Col,CLAYTON ST between HAIGHT and WALLER,CLAYTON ST,S,1949.77359,2398.0,-448.22641,200906.91462148807,-18.691676814011675
SF Count,26415,26416,2.0,11.0,sfmta224,UrbBiz,Loc,CLAYTON ST between OAK and PAGE,CLAYTON ST,N,957.86487,2118.0,-1160.1351300000001,1345913.5198601172,-54.7750297450425
SF Count,26416,26415,2.0,11.0,sfmta225,UrbBiz,Loc,CLAYTON ST between OAK and PAGE,CLAYTON ST,S,569.1313,1045.0,-475.8687,226451.01963969,-45.53767464114832
SF Count,23304,23307,3.0,11.0,sfmta226,Urb,Loc,CLEARFIELD DR between EUCALYPTUS and OCEAN,CLEARFIELD DR,N,99.6084,379.0,-279.3916,78059.66615055999,-73.71810026385224
SF Count,23307,23304,3.0,11.0,sfmta227,Urb,Loc,CLEARFIELD DR between EUCALYPTUS and OCEAN,CLEARFIELD DR,S,130.61909,858.0,-727.38091,529082.9882324281,-84.77632983682983
SF Count,27856,27855,3.0,11.0,sfmta228,Urb,Loc,CLEMENT ST between 32ND and 33RD,CLEMENT ST,E,1219.24341,3884.0,-2664.75659,7100927.683948427,-68.60856307929969
SF Count,27855,27856,3.0,11.0,sfmta229,Urb,Loc,CLEMENT ST between 32ND and 33RD,CLEMENT ST,W,644.64757,3079.0,-2434.35243,5926071.753446904,-79.06308639168562
SF Count,26424,26469,2.0,11.0,sfmta230,UrbBiz,Loc,COLE ST between FULTON and GROVE,COLE ST,N,2634.06475,603.0,2031.06475,4125224.0186925624,336.8266583747927
SF Count,26469,26424,2.0,11.0,sfmta231,UrbBiz,Loc,COLE ST between FULTON and GROVE,COLE ST,S,298.86075000000005,516.0,-217.13924999999995,47149.45389056248,-42.08124999999999
SF Count,23666,23670,2.0,11.0,sfmta232,UrbBiz,Loc,CONNECTICUT ST between 19TH and 20TH,CONNECTICUT ST,N,579.4318099999999,719.5,-140.06819000000007,19619.09784987612,-19.467434329395424
SF Count,23670,23666,2.0,11.0,sfmta233,UrbBiz,Loc,CONNECTICUT ST between 19TH and 20TH,CONNECTICUT ST,S,752.29735,911.5,-159.20264999999995,25345.483767022484,-17.466006582556222
SF Count,23335,23336,3.0,11.0,sfmta234,Urb,Loc,CONSTANSO WY between CRESTLAKE and SLOAT,CONSTANSO WY,N,1064.72574,1031.0,33.72574000000009,1137.4255385476058,3.2711677982541305
SF Count,23336,23248,3.0,11.0,sfmta235,Urb,Loc,CONSTANSO WY between CRESTLAKE and SLOAT,CONSTANSO WY,N,1131.99396,1031.0,100.99396000000002,10199.779956481603,9.795728419010672
SF Count,23248,23336,3.0,11.0,sfmta236,Urb,Loc,CONSTANSO WY between CRESTLAKE and SLOAT,CONSTANSO WY,S,1036.0400200000001,235.0,801.0400200000001,641665.1136416006,340.8680936170213
SF Count,23336,23335,3.0,11.0,sfmta237,Urb,Loc,CONSTANSO WY between CRESTLAKE and SLOAT,CONSTANSO WY,S,946.05792,235.0,711.05792,505603.36559472635,302.57783829787235
SF Count,26170,26164,2.0,4.0,sfmta238,UrbBiz,Col,CORBETT AVE between HATTIE and ORD,CORBETT AVE,E,431.59155,822.0,-390.40845,152418.7578314025,-47.494945255474455
SF Count,26164,26170,2.0,4.0,sfmta239,UrbBiz,Col,CORBETT AVE between HATTIE and ORD,CORBETT AVE,W,157.94146,472.0,-314.05854,98632.7665469316,-66.53782627118645
SF Count,26183,26193,2.0,4.0,sfmta240,UrbBiz,Col,CORBETT AVE between CLAYTON and IRON,CORBETT AVE,N,4215.51662,1415.0,2800.5166200000003,7842893.338896226,197.91636890459364
SF Count,26193,26183,2.0,4.0,sfmta241,UrbBiz,Col,CORBETT AVE between CLAYTON and IRON,CORBETT AVE,S,2802.91322,1016.0,1786.91322,3193058.855810768,175.87728543307085
SF Count,32984,26112,2.0,4.0,sfmta242,UrbBiz,Col,CORBETT AVE between CUESTA and GOLDING,CORBETT AVE,N,5440.91892,1434.0,4006.91892,16055399.231453966,279.4225188284519
SF Count,26112,32984,2.0,4.0,sfmta243,UrbBiz,Col,CORBETT AVE between CUESTA and GOLDING,CORBETT AVE,S,576.75005,1311.0,-734.24995,539122.9890750025,-56.00686117467583
SF Count,21203,21197,2.0,4.0,sfmta244,UrbBiz,Col,CRESCENT AVE between BACHE and PORTER,CRESCENT AVE,E,4903.57878,2224.0,2679.57878,7180142.438226287,120.4846573741007
SF Count,21197,21203,2.0,4.0,sfmta245,UrbBiz,Col,CRESCENT AVE between BACHE and PORTER,CRESCENT AVE,W,2323.3956599999997,2626.0,-302.6043400000003,91569.3865868358,-11.523394516374728
SF Count,21044,21043,2.0,4.0,sfmta246,UrbBiz,Col,CRESCENT AVE between NEVADA and PRENTISS,CRESCENT AVE,E,7697.052099999999,3419.0,4278.052099999999,18301729.770314403,125.12582918982156
SF Count,21043,21044,2.0,4.0,sfmta247,UrbBiz,Col,CRESCENT AVE between NEVADA and PRENTISS,CRESCENT AVE,W,4631.6776199999995,4365.0,266.6776199999995,71116.95300886412,6.1094529209621875
SF Count,23248,23247,3.0,11.0,sfmta248,Urb,Loc,CRESTLAKE DR between CONSTANSO and ELMIRASOL,CRESTLAKE DR,E,1587.36491,389.0,1198.36491,1436078.4575193082,308.0629588688946
SF Count,23247,23248,3.0,11.0,sfmta249,Urb,Loc,CRESTLAKE DR between CONSTANSO and ELMIRASOL,CRESTLAKE DR,W,1163.40282,415.0,748.40282,560106.7809839525,180.33802891566268
SF Count,25682,25675,1.0,11.0,sfmta250,Core/CBD,Loc,CUMBERLAND ST between DOLORES and GUERRERO,CUMBERLAND ST,E,52.95338000000001,332.5,-279.54661999999996,78146.31275342438,-84.07417142857142
SF Count,25675,25682,1.0,11.0,sfmta251,Core/CBD,Loc,CUMBERLAND ST between DOLORES and GUERRERO,CUMBERLAND ST,W,375.56606,219.0,156.56606,24512.931143923597,71.49135159817351
SF Count,23708,23709,2.0,11.0,sfmta252,UrbBiz,Loc,DE HARO ST between 22ND and 23RD,DE HARO ST,N,917.41113,848.0,69.41112999999996,4817.904967876894,8.185274764150938
SF Count,23709,23708,2.0,11.0,sfmta253,UrbBiz,Loc,DE HARO ST between 22ND and 23RD,DE HARO ST,S,625.6990400000001,1192.5,-566.8009599999999,321263.3282569215,-47.5304788259958
SF Count,26405,26404,2.0,11.0,sfmta254,UrbBiz,Loc,DOWNEY ST between FREDERICK and WALLER,DOWNEY ST,S,126.9741,146.0,-19.025899999999993,361.98487080999973,-13.03143835616438
SF Count,26360,26076,1.0,11.0,sfmta255,Core/CBD,Loc,EDDY ST between BRODERICK and DIVISADERO,EDDY ST,E,1124.3617900000002,708.0,416.36179000000016,173357.14017200423,58.808162429378555
SF Count,26076,26360,1.0,11.0,sfmta256,Core/CBD,Loc,EDDY ST between BRODERICK and DIVISADERO,EDDY ST,W,509.75231,688.0,-178.24768999999998,31772.238990336093,-25.908094476744182
SF Count,26049,26044,1.0,11.0,sfmta257,Core/CBD,Loc,EDDY ST between FILLMORE and STEINER,EDDY ST,E,963.4632599999999,2431.0,-1467.53674,2153664.083249828,-60.36761579596873
SF Count,26044,26049,1.0,11.0,sfmta258,Core/CBD,Loc,EDDY ST between FILLMORE and STEINER,EDDY ST,W,527.23722,2506.0,-1978.76278,3915502.1395133287,-78.96100478850758
SF Count,25191,25186,1.0,4.0,sfmta259,Core/CBD,Col,EDDY ST between FRANKLIN and VAN NESS,EDDY ST,E,3823.82176,3964.0,-140.1782400000002,19649.938969497653,-3.5362825428859783
SF Count,25186,25191,1.0,4.0,sfmta260,Core/CBD,Col,EDDY ST between FRANKLIN and VAN NESS,EDDY ST,W,334.08018,1799.0,-1464.91982,2145990.0790288327,-81.42967315175098
SF Count,20996,24889,2.0,4.0,sfmta261,UrbBiz,Col,ELLSWORTH ST between ALEMANY and CRESCENT,ELLSWORTH ST,E,902.1822199999998,883.0,19.182219999999802,367.9575641283924,2.1723918459795923
SF Count,24889,24890,2.0,4.0,sfmta262,UrbBiz,Col,ELLSWORTH ST between ALEMANY and CRESCENT,ELLSWORTH ST,E,887.3655699999999,883.0,4.365569999999934,19.058201424899426,0.49440203850508885
SF Count,24890,24891,2.0,4.0,sfmta263,UrbBiz,Col,ELLSWORTH ST between ALEMANY and CRESCENT,ELLSWORTH ST,E,914.1155600000001,883.0,31.115560000000073,968.1780741136046,3.5238459796149577
SF Count,24891,33225,2.0,4.0,sfmta264,UrbBiz,Col,ELLSWORTH ST between ALEMANY and CRESCENT,ELLSWORTH ST,E,887.3655699999999,883.0,4.365569999999934,19.058201424899426,0.49440203850508885
SF Count,33225,21180,2.0,4.0,sfmta265,UrbBiz,Col,ELLSWORTH ST between ALEMANY and CRESCENT,ELLSWORTH ST,E,887.3655699999999,883.0,4.365569999999934,19.058201424899426,0.49440203850508885
SF Count,21180,21183,2.0,11.0,sfmta266,UrbBiz,Loc,ELLSWORTH ST between CRESCENT and OGDEN,ELLSWORTH ST,N,391.00212999999997,578.5,-187.49787000000003,35155.451254536914,-32.411040622299055
SF Count,21183,21180,2.0,11.0,sfmta267,UrbBiz,Loc,ELLSWORTH ST between CRESCENT and OGDEN,ELLSWORTH ST,S,960.9533399999999,378.0,582.9533399999999,339834.5966171555,154.2204603174603
SF Count,25817,25819,1.0,11.0,sfmta268,Core/CBD,Loc,EUREKA ST between 18TH and 19TH,EUREKA ST,N,1600.2017700000001,1189.6666666666645,410.53510333333566,168539.07106891257,34.50841440179348
SF Count,25819,25817,1.0,11.0,sfmta269,Core/CBD,Loc,EUREKA ST between 18TH and 19TH,EUREKA ST,S,2856.2778099999996,2025.6666666666652,830.6111433333344,689914.871429509,41.004334869178955
SF Count,25819,25830,1.0,11.0,sfmta270,Core/CBD,Loc,EUREKA ST between 18TH and MARKET,EUREKA ST,N,1439.8853600000002,4402.0,-2962.11464,8774123.140502328,-67.29020081781009
SF Count,25830,25819,1.0,11.0,sfmta271,Core/CBD,Loc,EUREKA ST between 18TH and MARKET,EUREKA ST,S,2691.09756,1493.0,1198.0975600000002,1435437.763277954,80.24765974547891
SF Count,25780,33154,1.0,11.0,sfmta272,Core/CBD,Loc,EUREKA ST between 20TH and 21ST,EUREKA ST,N,2195.9665499999996,2011.0,184.96654999999964,34212.624618902366,9.197739930382877
SF Count,33154,25781,1.0,11.0,sfmta273,Core/CBD,Loc,EUREKA ST between 20TH and 21ST,EUREKA ST,N,2124.0165399999996,2011.0,113.01653999999962,12772.738313571515,5.619917454002965
SF Count,25781,33154,1.0,11.0,sfmta274,Core/CBD,Loc,EUREKA ST between 20TH and 21ST,EUREKA ST,S,3377.1879499999995,3172.0,205.18794999999955,42102.094825202315,6.468724779319027
SF Count,33154,25780,1.0,11.0,sfmta275,Core/CBD,Loc,EUREKA ST between 20TH and 21ST,EUREKA ST,S,3498.8713799999996,3172.0,326.8713799999996,106844.89906310414,10.30489848675913
SF Count,22239,22229,3.0,11.0,sfmta276,Urb,Loc,FLOOD AVE between FOERSTER and GENNESSEE,FLOOD AVE,E,137.18114999999997,490.0,-352.81885,124481.1409153225,-72.00384693877551
SF Count,22229,22239,3.0,11.0,sfmta277,Urb,Loc,FLOOD AVE between FOERSTER and GENNESSEE,FLOOD AVE,W,208.77507000000003,352.5,-143.72492999999997,20656.855503504892,-40.77302978723403
SF Count,23961,23959,1.0,11.0,sfmta278,Core/CBD,Loc,FLORIDA ST between 23RD and 24TH,FLORIDA ST,E,159.40930999999998,514.0,-354.59069,125734.5574346761,-68.98651556420234
SF Count,23959,23961,1.0,11.0,sfmta279,Core/CBD,Loc,FLORIDA ST between 23RD and 24TH,FLORIDA ST,W,207.79887000000002,747.0,-539.2011299999999,290737.8585932768,-72.18221285140561
SF Count,25802,25794,1.0,11.0,sfmta280,Core/CBD,Loc,FORD ST between NOE and SANCHEZ,FORD ST,E,14.19433,210.0,-195.80567,38339.860404148894,-93.24079523809523
SF Count,25794,25802,1.0,11.0,sfmta281,Core/CBD,Loc,FORD ST between NOE and SANCHEZ,FORD ST,W,15.11667,151.5,-136.38333,18600.4127018889,-90.022
SF Count,27005,27002,2.0,11.0,sfmta282,UrbBiz,Loc,FRANCISCO ST between BAKER and BRODERICK,FRANCISCO ST,E,5277.57296,1158.5,4119.07296,16966762.049803164,355.5522624082866
SF Count,27002,27005,2.0,11.0,sfmta283,UrbBiz,Loc,FRANCISCO ST between BAKER and BRODERICK,FRANCISCO ST,W,4565.09735,2130.0,2435.09735,5929699.103977023,114.32381924882628
SF Count,27023,27005,2.0,11.0,sfmta284,UrbBiz,Loc,FRANCISCO ST between BAKER and RICHARDSON,FRANCISCO ST,E,6432.608249999999,2258.0,4174.608249999999,17427354.040968057,184.88079052258632
SF Count,27005,27023,2.0,11.0,sfmta285,UrbBiz,Loc,FRANCISCO ST between BAKER and RICHARDSON,FRANCISCO ST,W,5521.74659,874.0,4647.74659,21601548.364856627,531.77878604119
SF Count,25523,25471,1.0,11.0,sfmta286,Core/CBD,Loc,FRANCISCO ST between MASON and TAYLOR,FRANCISCO ST,E,615.5774299999999,1046.0,-430.42257000000006,185263.58876540494,-41.14938527724666
SF Count,25471,25523,1.0,11.0,sfmta287,Core/CBD,Loc,FRANCISCO ST between MASON and TAYLOR,FRANCISCO ST,W,1052.77855,820.0,232.77855,54185.8533401025,28.38762804878049
SF Count,26427,26426,2.0,4.0,sfmta288,UrbBiz,Col,FREDERICK ST between SHRADER and STANYAN,FREDERICK ST,E,5118.99435,2711.0,2407.99435,5798436.789631922,88.82310402065659
SF Count,26426,26427,2.0,4.0,sfmta289,UrbBiz,Col,FREDERICK ST between SHRADER and STANYAN,FREDERICK ST,W,4463.3529100000005,2738.0,1725.3529100000005,2976842.66404547,63.015080715851
SF Count,23832,23835,1.0,11.0,sfmta290,Core/CBD,Loc,FREELON ST between 4TH and ZOE,FREELON ST,N,565.6837,888.5,-322.81629999999996,104210.36354568996,-36.33272931907709
SF Count,20987,20988,3.0,11.0,sfmta291,Urb,Loc,GAMBIER ST between FELTON and SILLIMAN,GAMBIER ST,N,6.694170000000001,282.0,-275.30583,75793.30003198891,-97.62618085106384
SF Count,20988,20987,3.0,11.0,sfmta292,Urb,Loc,GAMBIER ST between FELTON and SILLIMAN,GAMBIER ST,S,7.4,294.5,-287.1,82426.41000000002,-97.48726655348048
SF Count,22244,22245,3.0,4.0,sfmta293,Urb,Col,GENNESSEE ST between HEARST and MONTEREY,GENNESSEE ST,N,1064.29982,1499.0,-434.70018000000005,188964.24649203243,-28.999344896597734
SF Count,22245,22244,3.0,4.0,sfmta294,Urb,Col,GENNESSEE ST between HEARST and MONTEREY,GENNESSEE ST,S,1279.99545,948.0,331.9954499999999,110220.97882070242,35.02061708860759
SF Count,27206,27203,2.0,11.0,sfmta295,UrbBiz,Loc,GOLDEN GATE AVE between ARGUELLO and WILLARD,GOLDEN GATE AVE,N,24.43011,460.0,-435.56989,189721.12907461208,-94.68910652173913
SF Count,27203,27206,2.0,11.0,sfmta296,UrbBiz,Loc,GOLDEN GATE AVE between ARGUELLO and WILLARD,GOLDEN GATE AVE,S,22.02764,253.5,-231.47236,53579.45344396961,-91.3105956607495
SF Count,26093,26096,2.0,4.0,sfmta299,UrbBiz,Col,GRAND VIEW AVE between 21ST and ROMAIN,GRAND VIEW AVE,N,1320.8854399999998,1169.0,151.8854399999998,23069.186883993538,12.99276646706585
SF Count,22878,22877,3.0,11.0,sfmta300,Urb,Loc,GRANVILLE WAY between CLAREMONT and ULLOA,GRANVILLE WAY,E,3.66667,184.0,-180.33333,32520.109908888895,-98.00724456521739
SF Count,22877,22868,3.0,11.0,sfmta301,Urb,Loc,GRANVILLE WAY between CLAREMONT and ULLOA,GRANVILLE WAY,E,3.7166699999999997,184.0,-180.28333,32502.0790758889,-97.98007065217391
SF Count,22868,22877,3.0,11.0,sfmta302,Urb,Loc,GRANVILLE WAY between CLAREMONT and ULLOA,GRANVILLE WAY,W,4.71667,183.0,-178.28333,31784.9457558889,-97.42258469945355
SF Count,22877,22878,3.0,11.0,sfmta303,Urb,Loc,GRANVILLE WAY between CLAREMONT and ULLOA,GRANVILLE WAY,W,3.11667,183.0,-179.88333,32358.0124118889,-98.29690163934426
SF Count,26554,26551,1.0,11.0,sfmta304,Core/CBD,Loc,GREEN ST between FRANKLIN and VAN NESS,GREEN ST,E,3618.92209,1898.0,1720.92209,2961572.839849968,90.67028925184405
SF Count,26551,26554,1.0,11.0,sfmta305,Core/CBD,Loc,GREEN ST between FRANKLIN and VAN NESS,GREEN ST,W,640.2493599999999,1122.0,-481.7506400000001,232083.6791404097,-42.936777183600725
SF Count,26967,26966,2.0,11.0,sfmta306,UrbBiz,Loc,GREENWICH ST between DIVISADERO and SCOTT,GREENWICH ST,E,2206.9303999999997,3143.0,-936.0696000000003,876226.2960441605,-29.782678969137777
SF Count,26966,26967,2.0,11.0,sfmta307,UrbBiz,Loc,GREENWICH ST between DIVISADERO and SCOTT,GREENWICH ST,W,3193.13624,2630.0,563.1362399999998,317122.4248013374,21.412024334600755
SF Count,26731,26719,2.0,11.0,sfmta308,UrbBiz,Loc,GREENWICH ST between LAGUNA and OCTAVIA,GREENWICH ST,E,2734.5244199999997,2861.0,-126.47558000000026,15996.072336336467,-4.420677385529545
SF Count,26719,26731,2.0,11.0,sfmta309,UrbBiz,Loc,GREENWICH ST between LAGUNA and OCTAVIA,GREENWICH ST,W,2625.72554,1653.0,972.7255399999999,946194.9761682914,58.84607017543859
